,analysis_sample_rate,audio_md5,danceability,duration,end_of_fade_in,energy,idx_bars_confidence,idx_bars_start,idx_beats_confidence,idx_beats_start,idx_sections_confidence,idx_sections_start,idx_segments_confidence,idx_segments_loudness_max,idx_segments_loudness_max_time,idx_segments_loudness_start,idx_segments_pitches,idx_segments_start,idx_segments_timbre,idx_tatums_confidence,idx_tatums_start,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,analyzer_version,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_name,artist_playmeid,genre,idx_artist_terms,idx_similar_artists,release,release_7digitalid,song_hotttnesss,song_id,title,track_7digitalid,idx_artist_mbtags,year,pitch_0,pitch_1,pitch_2,pitch_3,pitch_4,pitch_5,pitch_6,pitch_7,pitch_8,pitch_9,pitch_10,pitch_11,timbre_0,timbre_1,timbre_2,timbre_3,timbre_4,timbre_5,timbre_6,timbre_7,timbre_8,timbre_9,timbre_10,timbre_11
0,22050,1c8ae38039524eaa4308f855558a6d5a,0.0,368.14322,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.588,-11.482,0,0.367,358.905,139.092,4,0.0,TRCCCRP128F147BEFA,,27724,0.5598225334045578,0.39148391525230825,ARE93YV1187B9937CC,7.36529,Cameroon,12.34344,bc30924c-1900-41c3-9a97-41a93433836f,Baka Beyond,-1,,0,0,The Meeting Pool,38594,0.3552855364230894,SOXFJZQ12A6D4F81FB,Journey (Album Version),412977,0,1995,0.42591359383599386,0.5378558062740778,0.738434782608697,0.38642927903137086,0.27013318657127083,0.2670434782608696,0.20824050632911378,0.36494001100715495,0.3861177765547609,0.4281612548156308,0.23753109521188792,0.19987066593285632,42.56204347826083,-67.60530930104571,3.752556962025318,7.258690698954313,8.160898734177204,-15.233542102366545,-1.005168409466154,-11.96354430379746,3.2193847000550377,0.321611997798568,6.035325261419918,-5.0731507980186965
0,22050,e4f5bce4689ffa1699ada608072400cf,0.0,175.59465,0.374,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.595,-15.193,1,0.519,160.142,87.65,4,0.769,TRCCCDI128F427CC1F,,20790,0.5038209831935224,0.3977110714313036,AROSQW61187FB5330B,47.03922,"Olympia, WA",-122.89143,4cda00d8-55d3-42cd-b5e3-5e1934406eaa,The Fleetwoods,3031,,0,0,Come Softly To Me: The Very Best Of The Fleetwoods,160575,0.3107915360121175,SOMSPXD12A8C139F36,Ten Times Blue,1694460,0,1993,0.5811919831223628,0.24648945147679321,0.1610717299578061,0.10004219409282698,0.175,0.2966814345991559,0.10534177215189876,0.20667721518987342,0.10671729957805906,0.363535864978903,0.3853101265822784,0.20877848101265845,38.310257383966245,-36.909943037974685,17.22315611814346,-11.112736286919842,-20.08858438818567,-2.014149789029534,-23.74420253164557,-14.320086497890307,5.993278481012659,1.5409683544303796,1.1659620253164553,14.946706751054826
0,22050,0cf69352b3f246028cffc4a3b9fe9a4c,0.0,254.85016,0.113,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.1,-4.707,1,0.393,238.939,87.875,4,0.895,TRCCCMQ128F42AE752,,52287,0.7058764019143506,0.6209482152273658,ARNZ70R1187B9A4824,,"Westbury, Long Island, NY",,29762c82-bb92-4acd-b1fb-09cc4da250d2,Joe Satriani,8426,,0,0,Super Colossal,308005,0.6932724172968356,SOSIYAD12A8C14097F,It's So Good,3473087,0,2006,0.5698848920863313,0.5856414868105515,0.5108177458033571,0.2504916067146283,0.2591067146282974,0.2349100719424461,0.29398681055155884,0.4100647482014387,0.32919424460431657,0.39454436450839336,0.2843021582733813,0.2584544364508392,49.625793764988,22.348816546762603,19.697000000000006,3.334592326139086,-5.095906474820145,-17.352148681055162,-1.1114256594724194,-3.731799760191844,18.999956834532384,-1.0125935251798552,3.4871354916067174,2.0758597122302156
0,22050,c7341093c3e42e57ac76c97e11982ee7,0.0,233.40363,1.245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.783,-5.972,1,0.838,229.808,97.997,4,0.624,TRCCCKF128F424C3D3,,140335,0.6208267350239354,0.2880139883293753,AR69ZA21187FB39948,43.7427,Michigan,-84.62167,913096b7-10dc-41ca-9777-f299df45e9e2,BIZ,59280,,0,0,Long Way Down Single,195821,,SODXCXN12A8C135FDD,Ghosts,2130366,0,0,0.33687249114521867,0.35075088547815814,0.37725855962219607,0.26123612750885467,0.5252266824085,0.25503659976387233,0.3826989374262104,0.3639634002361276,0.3675548996458089,0.4977473435655256,0.2619634002361273,0.40598819362455674,48.30307438016527,17.384067296340028,35.33571310507676,3.061796930342386,-15.638312868949216,-8.703766233766231,-7.323193624557256,-3.8655206611570203,-6.744877213695403,-6.991147579693035,2.8223907910271575,-3.780957497048405
0,22050,23caf6a39beb939ef85d35c418c7e752,0.0,110.62812,0.502,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.669,-20.1,1,0.63,105.401,200.962,1,0.0,TRCCCFH12903CEBC70,,511,0.5654743720056489,0.39446278560358367,ARFQFJD1187B9B0554,35.14968,"Memphis, TN",-90.04892,e4cfb284-9ab1-47f0-a725-082f84275a16,Memphis Slim,19214,,0,0,Essential Blues Grooves Vol. 1,599348,,SODKHJS12AB0183BF0,Baby Please Come Home,6650421,0,0,0.4255319148936165,0.22289148936170203,0.2519489361702128,0.2560106382978723,0.36019361702127706,0.32956382978723414,0.26028297872340395,0.4581021276595747,0.2767510638297872,0.3812276595744682,0.3095510638297875,0.21003404255319136,34.256110638297855,12.788302127659579,25.626023404255342,9.776776595744677,6.08690425531915,-0.8813553191489348,-32.92998723404252,-7.049276595744684,2.9522212765957465,8.308223404255315,4.083010638297866,6.806421276595746
0,22050,5c9d8c785695c084d209cdb60ec127e9,0.0,162.21995,0.287,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.591,-13.007,0,0.671,154.273,97.912,1,0.147,TRCCCFZ128F4283A22,,124558,0.013030534739632919,0.0,ARCIUWR1269FCD7D0A,,,,,LANDA DANIEL,-1,,0,0,Konec,162603,,SOHPHTP12A8C13BF53,A KDO TEDA VODDELAL TOHO FANDU?,1723114,0,0,0.6057589743589749,0.19909401709401703,0.23909743589743582,0.21977264957264978,0.3302495726495727,0.3015709401709402,0.12815897435897436,0.24109230769230772,0.18226153846153842,0.5051213675213674,0.1863179487179487,0.3661470085470083,38.12668376068374,-28.60383589743594,14.876386324786331,-10.857056410256407,30.250882051282012,-2.483687179487181,-7.666576068376067,-2.5257811965811974,-6.5679675213675255,-2.3652923076923082,-0.9365282051282038,27.3302017094017
0,22050,65178b1c94c22848a5c3ba14d858834e,0.0,188.49914,6.432,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.356,-7.202,1,0.462,181.087,128.033,4,1.0,TRCCCJT128F429FFF6,,3098,0.561766189164038,0.392011972903857,AR0TAEM1187FB36C4B,,,,e96c89d3-b013-48c2-96a6-da06d2eda534,Middle Of The Road,26778,,0,0,MediaMarkt - Collection,302021,0.26695518627553855,SOFVVGL12A8C13C32F,Bonjour ca va,3412731,0,1999,0.3114459459459463,0.3431711711711711,0.34533633633633676,0.25080930930930967,0.4145135135135139,0.1948333333333333,0.2651426426426429,0.23411561561561545,0.26701201201201213,0.5209084084084084,0.3593123123123123,0.5358963963963966,46.62968768768766,-19.66073723723723,45.667773273273305,5.85171171171171,-16.402310810810814,1.4616246246246252,12.524355855855847,5.322093093093092,3.1747177177177246,-3.725414414414409,-2.4487657657657653,1.7181996996997033
0,22050,0983ef2978d7b43a1a3e3f336820b566,0.0,300.38159,0.229,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.55,-5.401,0,0.44,272.805,135.824,4,0.0,TRCCCAQ128E079937C,,11846,0.8019892159693104,0.5803452713778326,AR74Q3R1187B9B24C3,,"Kitee, Finland",,00a9f935-ba93-4fc8-a33a-993abe9c936b,Nightwish,-1,,0,0,Highest Hopes-The Best Of Nightwish,18937,,SOEZLQR12A67AE027C,Over The Hills And Far Away,200370,0,2001,0.6039954545454543,0.5772011363636371,0.46861250000000026,0.4154011363636365,0.4973988636363637,0.2998397727272727,0.32181590909090946,0.30276022727272733,0.2540750000000001,0.3099863636363637,0.27955113636363627,0.39142499999999997,50.203247727272746,66.1355988636363,9.371831818181816,-7.577228409090897,-7.389075000000006,-30.088617045454566,16.377493181818192,-2.032506818181821,6.720626136363634,4.1667840909090845,-1.1351579545454538,3.190865909090913
0,22050,294315b57b121eebdf71d7e234d4b1c7,0.0,276.53179,4.963,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.17,-8.107,0,0.031,263.622,63.344,5,0.278,TRCCCSK128F92EE3B2,,174487,0.5738055075753518,0.3727306733909721,ARYPORX1187FB52FBD,40.71455,"New York, NY",-74.00712,ec475fb8-d454-406e-b473-7f0b0d815f9d,Nickodemus,-1,,0,0,Turntables On The Hudson Lunar New Year 4707,479992,0.690676047548958,SOHXIRQ12AAA15CF81,Endangered Species,5327529,0,2008,0.4346759183673472,0.46215183673469395,0.2003322448979591,0.5034416326530612,0.35017224489795884,0.30606204081632643,0.457395918367347,0.3219420408163263,0.3756987755102045,0.3014155102040819,0.5922832653061227,0.28202367346938767,40.14524571428569,-5.79790448979592,-31.29774122448982,41.769493061224516,19.03419755102041,-0.9679469387755129,14.684154285714303,-11.570598367346946,6.591409795918364,-4.883483265306124,7.30678612244898,16.62565142857142
0,22050,7c1d6460c4c83b59a727dedad2a0608b,0.0,267.20608,0.078,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.217,-4.156,0,0.422,254.404,123.861,4,1.0,TRCCCEW128F42AF457,,2233,0.7664660491879215,0.49615802504663176,AR4TMIS1187FB52CE1,,,,975d94b4-7ca8-4eec-ae48-1aa4660995d3,Tyrese,7102,,0,0,Alter Ego,308128,0.7342105764004234,SOJHDEN12AB018B650,Gotta Get You,3476419,0,2006,0.3407033805888768,0.49342748091603056,0.5167350054525628,0.2521308615049068,0.32869247546346775,0.24116357688113418,0.32210250817884395,0.24185823336968368,0.21902071973827672,0.33826281352235543,0.20997382769901843,0.352235550708833,48.962544165757905,18.008693565976007,0.147166848418755,-9.709772082878958,23.884089422028325,-15.549287895310798,4.815489640130864,-5.441187568157025,3.0582311886586693,-2.981068702290076,-6.97488876772083,-0.9041123227917118
